base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative,8bit_vector,4bit_orig,norm,norm_desc,variant_id,Emotion_Leniency,DNF,DNF_literals 
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.5,38.174,0.04,0.16,0.12,0.68,0.34,0.66,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.5,30.517,0.38,0.38,0.0,0.24,0.46,0.54,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.5,25.428,0.0,0.24,0.04,0.72,0.8,0.2,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.5,37.386,0.3,0.66,0.04,0.0,0.3,0.7,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.5,42.41,0.04,0.06,0.04,0.86,0.1,0.9,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,30.131,0.12,0.48,0.4,0.0,0.52,0.48,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,33.951,0.58,0.36,0.06,0.0,0.34,0.66,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,40.584,0.2,0.24,0.26,0.3,0.38,0.62,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,39.665,0.0,0.0,0.04,0.96,0.96,0.04,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,45.27,0.06,0.42,0.28,0.24,0.3,0.7,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,54.116,0.04,0.0,0.0,0.96,0.96,0.04,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,38.787,0.28,0.68,0.02,0.02,0.28,0.72,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,35.838,0.02,0.02,0.0,0.96,0.96,0.04,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,39.413,0.0,0.48,0.32,0.2,0.48,0.52,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,31.435,0.0,0.06,0.0,0.94,0.06,0.94,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,33.639,0.06,0.94,0.0,0.0,0.06,0.94,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,29.097,0.78,0.16,0.0,0.06,0.12,0.88,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,34.065,0.0,0.04,0.0,0.96,0.96,0.04,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,34.024,0.04,0.74,0.2,0.02,0.06,0.94,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,35.156,0.4,0.46,0.14,0.0,0.14,0.86,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,32.348,0.02,0.26,0.06,0.66,0.26,0.74,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,28.351,0.62,0.38,0.0,0.0,0.36,0.64,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,48.38,0.58,0.38,0.0,0.04,0.4,0.6,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,33.107,0.42,0.26,0.16,0.16,0.34,0.66,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,36.532,0.64,0.3,0.0,0.06,0.34,0.66,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,28.488,0.8,0.18,0.02,0.0,0.18,0.82,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,37.965,0.44,0.56,0.0,0.0,0.2,0.8,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,27.661,0.0,0.12,0.0,0.88,0.88,0.12,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,40.091,0.6,0.38,0.0,0.02,0.38,0.62,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,30.0,0.24,0.3,0.1,0.36,0.28,0.72,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,36.19,0.42,0.58,0.0,0.0,0.24,0.76,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,32.958,0.0,0.38,0.02,0.6,0.4,0.6,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,37.13,0.36,0.58,0.02,0.04,0.4,0.6,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,45.583,0.0,0.2,0.08,0.72,0.8,0.2,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,35.388,0.2,0.18,0.18,0.44,0.3,0.7,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,34.397,0.0,0.28,0.0,0.72,0.72,0.28,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,24.821,0.0,0.24,0.04,0.72,0.72,0.28,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,30.587,0.6,0.36,0.0,0.04,0.04,0.96,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,41.784,0.0,0.14,0.0,0.86,0.14,0.86,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,42.272,0.02,0.0,0.0,0.98,0.94,0.06,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,45.182,0.04,0.04,0.04,0.88,0.88,0.12,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,35.787,0.04,0.34,0.5,0.12,0.24,0.76,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,36.289,0.1,0.82,0.02,0.06,0.12,0.88,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,20.742,0.0,0.08,0.28,0.64,0.96,0.04,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,26.485,0.44,0.54,0.02,0.0,0.56,0.44,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,55.928,0.0,0.02,0.0,0.98,0.98,0.02,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,32.291,0.08,0.26,0.0,0.66,0.36,0.64,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,38.176,0.0,0.12,0.0,0.88,0.88,0.12,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,31.017,0.28,0.12,0.08,0.52,0.56,0.44,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,52.305,0.4,0.6,0.0,0.0,0.4,0.6,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,37.893,0.62,0.24,0.06,0.08,0.7,0.3,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,23.215,0.0,0.24,0.04,0.72,0.78,0.22,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,36.461,0.04,0.28,0.02,0.66,0.66,0.34,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,22.384,0.0,0.04,0.0,0.96,0.96,0.04,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.6,26.874,0.08,0.12,0.0,0.8,0.8,0.2,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,25.454,0.46,0.52,0.0,0.02,0.54,0.46,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,31.779,0.08,0.24,0.06,0.62,0.56,0.44,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,30.032,0.16,0.14,0.0,0.7,0.7,0.3,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,23.037,0.0,0.38,0.5,0.12,0.48,0.52,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,36.52,0.02,0.04,0.02,0.92,0.92,0.08,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,41.052,0.68,0.24,0.02,0.06,0.26,0.74,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,41.762,0.46,0.32,0.14,0.08,0.24,0.76,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,30.271,0.54,0.44,0.02,0.0,0.04,0.96,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,46.961,0.44,0.5,0.04,0.02,0.56,0.44,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,19.897,0.04,0.02,0.0,0.94,0.06,0.94,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,20.509,0.0,0.24,0.12,0.64,0.74,0.26,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,35.289,0.56,0.32,0.02,0.1,0.34,0.66,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,30.823,0.76,0.22,0.0,0.02,0.2,0.8,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,33.34,0.0,0.1,0.0,0.9,0.9,0.1,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,30.451,0.52,0.46,0.0,0.02,0.12,0.88,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,25.151,0.02,0.26,0.14,0.58,0.6,0.4,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,39.847,0.0,0.2,0.04,0.76,0.78,0.22,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,44.794,0.76,0.2,0.04,0.0,0.24,0.76,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,44.426,0.88,0.02,0.04,0.06,0.12,0.88,00000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v3,0.75,(A & E) | (A & R),4
