base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,non_consensus_strategy,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.329,0.124,0.625,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.167,0.171,0.65,0.0,0.05,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.992,0.155,0.525,0.025,0.025,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.953,0.128,0.375,0.0,0.0,0.025,0.975,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.622,0.434,0.325,0.05,0.325,0.0,0.625,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.234,0.165,0.425,0.0,0.025,0.1,0.875,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.868,0.152,0.6,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.761,0.199,0.55,0.0,0.15,0.15,0.7,0.7,0.3
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.948,0.184,0.625,0.0,0.0,0.175,0.825,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.278,0.338,0.225,0.1,0.0,0.075,0.825,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.185,0.133,0.525,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.937,0.145,0.375,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.076,0.149,0.475,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.243,0.18,0.75,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.99,0.247,0.675,0.025,0.0,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.811,0.215,0.65,0.025,0.05,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.226,0.362,0.25,0.0,0.15,0.075,0.775,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.099,0.274,0.675,0.05,0.0,0.1,0.85,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.485,0.209,0.65,0.0,0.075,0.025,0.9,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.99,0.239,0.65,0.025,0.1,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.393,0.173,0.65,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.076,0.345,0.375,0.025,0.05,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.394,0.138,0.475,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.133,0.206,0.45,0.05,0.0,0.175,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.731,0.143,0.625,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.809,0.266,0.675,0.05,0.125,0.05,0.775,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,17.157,0.197,0.4,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.185,0.304,0.5,0.025,0.0,0.075,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.041,0.183,0.275,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.442,0.176,0.6,0.0,0.0,0.1,0.9,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.422,0.214,0.475,0.0,0.1,0.05,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.426,0.272,0.325,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.013,0.173,0.675,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.671,0.119,0.325,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.983,0.334,0.625,0.0,0.175,0.025,0.8,0.2,0.8
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.561,0.271,0.525,0.0,0.2,0.025,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,18.594,0.199,0.5,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.995,1.0,0.95,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.987,1.0,0.125,0.075,0.05,0.875,0.0,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.969,1.0,0.925,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.97,1.0,0.85,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.65,1.0,0.925,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.04,1.0,0.925,0.075,0.875,0.05,0.0,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.844,1.0,0.05,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.855,1.0,0.1,0.0,0.0,0.975,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.806,1.0,0.125,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.838,1.0,0.075,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.031,1.0,0.825,0.175,0.825,0.0,0.0,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.074,1.0,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.888,1.0,0.025,0.025,0.0,0.95,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.888,1.0,0.9,0.05,0.9,0.025,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.983,1.0,0.075,0.025,0.0,0.95,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.878,1.0,0.175,0.05,0.025,0.875,0.05,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.922,1.0,0.05,0.05,0.0,0.925,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.998,1.0,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.818,1.0,0.85,0.025,0.95,0.0,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.933,1.0,0.075,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.084,1.0,0.9,0.025,0.95,0.025,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.981,1.0,0.125,0.1,0.0,0.875,0.025,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.719,1.0,0.925,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.754,1.0,0.15,0.05,0.025,0.925,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.957,1.0,0.925,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.875,1.0,0.55,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.869,1.0,0.55,0.025,0.05,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.484,1.0,0.55,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.015,1.0,0.55,0.0,0.175,0.05,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.56,1.0,0.55,0.0,0.05,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.852,1.0,0.55,0.0,0.0,0.0,1.0,0.65,0.35
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.77,1.0,0.55,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.937,1.0,0.55,0.025,0.025,0.325,0.625,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.823,1.0,0.55,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.591,1.0,0.55,0.0,0.025,0.125,0.85,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.183,1.0,0.55,0.0,0.125,0.025,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.14,1.0,0.55,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.231,1.0,0.55,0.0,0.125,0.025,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.105,1.0,0.55,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.611,1.0,0.55,0.075,0.025,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.719,1.0,0.55,0.025,0.0,0.1,0.875,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.875,1.0,0.55,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.706,1.0,0.55,0.025,0.025,0.0,0.95,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.056,1.0,0.55,0.075,0.05,0.175,0.7,0.28,0.72
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.453,1.0,0.55,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.953,1.0,0.55,0.0,0.05,0.075,0.875,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.718,1.0,0.55,0.025,0.05,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.757,1.0,0.55,0.0,0.05,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.169,1.0,0.55,0.0,0.025,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.928,1.0,0.55,0.025,0.025,0.05,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.813,0.136,0.625,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.314,0.236,0.3,0.05,0.05,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.037,0.126,0.25,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.999,0.206,0.6,0.025,0.025,0.1,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.108,0.164,0.6,0.025,0.0,0.1,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.64,0.111,0.425,0.0,0.05,0.0,0.95,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.171,0.14,0.4,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.167,0.208,0.15,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.209,0.149,0.35,0.0,0.025,0.0,0.975,0.03,0.97
