base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,non_consensus_strategy,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.905,1.0,0.55,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.632,1.0,0.55,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.818,1.0,0.55,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.772,1.0,0.55,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.086,1.0,0.55,0.1,0.025,0.05,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.499,1.0,0.55,0.05,0.025,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.035,1.0,0.55,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.693,1.0,0.55,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.133,1.0,0.55,0.05,0.05,0.05,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.701,1.0,0.55,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.867,1.0,0.55,0.025,0.0,0.05,0.925,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.183,1.0,0.55,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.299,1.0,0.55,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.65,1.0,0.55,0.025,0.0,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.811,1.0,0.55,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.709,1.0,0.55,0.025,0.05,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.903,1.0,0.55,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.013,1.0,0.55,0.025,0.05,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.227,1.0,0.55,0.05,0.0,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.026,0.176,0.4,0.1,0.0,0.05,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.074,0.116,0.6,0.0,0.075,0.075,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.724,0.155,0.45,0.0,0.05,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.147,0.189,0.675,0.025,0.0,0.075,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.855,0.144,0.45,0.0,0.225,0.0,0.775,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.031,0.23,0.275,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.982,0.18,0.225,0.0,0.025,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.782,0.121,0.425,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.715,0.193,0.3,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.083,0.138,0.5,0.025,0.025,0.0,0.95,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,9.327,0.121,0.425,0.025,0.0,0.1,0.875,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.856,0.164,0.275,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.335,0.168,0.35,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.88,0.161,0.3,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.842,0.151,0.575,0.0,0.025,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.627,0.145,0.675,0.0,0.05,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.642,0.113,0.45,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.935,0.133,0.575,0.025,0.05,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.03,0.149,0.525,0.0,0.125,0.025,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.738,0.175,0.65,0.1,0.1,0.025,0.775,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.63,0.116,0.475,0.025,0.05,0.025,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.194,0.131,0.575,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.183,0.151,0.275,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,10.066,0.219,0.35,0.0,0.0,0.225,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.194,0.14,0.4,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.867,0.131,0.55,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.944,0.16,0.375,0.025,0.0,0.075,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.608,0.156,0.65,0.0,0.05,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.843,0.295,0.15,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.04,0.275,0.225,0.05,0.025,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.068,0.321,0.375,0.0,0.2,0.075,0.725,0.28,0.72
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.222,0.144,0.5,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.304,0.26,0.775,0.0,0.025,0.225,0.75,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.884,0.191,0.55,0.0,0.2,0.0,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.424,0.139,0.6,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.808,0.384,0.5,0.0,0.025,0.2,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.971,0.28,0.4,0.0,0.025,0.125,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,15.729,0.258,0.225,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.204,0.165,0.6,0.025,0.2,0.0,0.775,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,11.317,0.204,0.725,0.025,0.025,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.77,0.154,0.675,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.129,0.186,0.4,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.38,0.165,0.375,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.194,0.115,0.375,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.977,0.15,0.625,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.806,0.175,0.675,0.0,0.05,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.203,0.167,0.45,0.05,0.0,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.949,0.571,0.2,0.125,0.0,0.025,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.293,0.155,0.65,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.869,0.143,0.5,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.646,0.163,0.4,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.696,0.622,0.65,0.125,0.8,0.05,0.025,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.228,0.156,0.5,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.289,0.186,0.375,0.0,0.1,0.075,0.825,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.941,0.304,0.275,0.05,0.05,0.1,0.8,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.529,0.225,0.55,0.0,0.125,0.0,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.44,0.221,0.775,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.066,0.349,0.6,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.7,0.239,0.65,0.0,0.075,0.075,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.305,0.194,0.65,0.05,0.025,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.155,0.261,0.4,0.0,0.15,0.0,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,18.606,0.236,0.775,0.0,0.025,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,20.356,0.191,0.525,0.0,0.025,0.075,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.654,0.284,0.525,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,19.65,0.133,0.6,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.313,0.626,0.525,0.15,0.35,0.025,0.475,0.4,0.6
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,13.618,0.175,0.525,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,18.303,0.261,0.55,0.05,0.025,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.401,0.259,0.425,0.025,0.05,0.025,0.9,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,11.528,0.227,0.6,0.05,0.0,0.05,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,26.067,0.769,0.8,0.25,0.725,0.0,0.025,0.28,0.72
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,13.043,0.23,0.55,0.05,0.0,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,11.608,0.249,0.65,0.075,0.0,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,15.915,0.212,0.425,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,35.829,0.935,0.95,0.725,0.225,0.0,0.05,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.8,1.0,0.15,0.05,0.025,0.875,0.05,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.868,1.0,0.875,0.0,1.0,0.0,0.0,1.0,0.0
