base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.245,0.522,0.02,0.02,0.02,0.94,0.38,0.62
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.894,0.16,0.02,0.04,0.06,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.739,0.174,0.02,0.1,0.0,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.97,0.333,0.06,0.12,0.0,0.82,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.284,0.154,0.02,0.08,0.02,0.88,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,27.081,0.686,0.0,0.06,0.0,0.94,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.297,0.269,0.0,0.08,0.08,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,22.732,0.178,0.02,0.02,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,15.055,0.123,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,7.517,0.144,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,12.276,0.206,0.02,0.02,0.04,0.92,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.89,0.165,0.0,0.0,0.08,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.783,0.171,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.142,0.125,0.04,0.02,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.025,0.156,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,29.111,0.142,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.084,0.103,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.001,0.15,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.694,0.145,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.687,0.37,0.06,0.1,0.02,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.789,0.119,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.698,0.13,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.078,0.178,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.075,0.265,0.04,0.0,0.16,0.8,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.244,0.326,0.04,0.0,0.08,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.118,0.142,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.116,0.108,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.874,0.182,0.04,0.06,0.02,0.88,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,20.729,0.218,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.06,0.198,0.02,0.08,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.252,0.199,0.0,0.12,0.0,0.88,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.089,0.274,0.02,0.0,0.12,0.86,0.14,0.86
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.898,0.301,0.02,0.04,0.04,0.9,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.137,0.324,0.0,0.0,0.14,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.279,0.229,0.02,0.06,0.02,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.909,0.145,0.02,0.02,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.162,0.134,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.703,0.121,0.0,0.0,0.04,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.074,0.121,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.928,0.162,0.04,0.0,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.893,0.134,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.413,0.215,0.02,0.0,0.08,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.009,0.167,0.04,0.04,0.02,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.259,0.21,0.04,0.08,0.06,0.82,0.18,0.82
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.664,0.178,0.04,0.06,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.978,0.213,0.02,0.1,0.0,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.072,0.141,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.122,0.11,0.0,0.04,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.584,0.13,0.0,0.02,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.976,0.134,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.664,0.131,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.496,0.162,0.04,0.04,0.0,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.006,0.172,0.02,0.02,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.803,0.156,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.782,0.126,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.993,0.118,0.04,0.0,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.909,0.134,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.321,0.109,0.08,0.02,0.06,0.84,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.173,0.106,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.191,0.143,0.06,0.0,0.02,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.666,0.205,0.0,0.1,0.02,0.88,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.229,0.11,0.0,0.0,0.02,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.96,0.154,0.0,0.08,0.02,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.377,0.122,0.0,0.0,0.02,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.059,0.102,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.12,0.144,0.06,0.02,0.04,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.107,0.165,0.06,0.02,0.02,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.353,0.122,0.0,0.02,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.683,0.13,0.06,0.02,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.139,0.123,0.0,0.08,0.0,0.92,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.073,0.11,0.0,0.02,0.02,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.358,0.11,0.04,0.0,0.0,0.96,0.48,0.52
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.882,0.138,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.506,0.169,0.02,0.02,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.904,0.127,0.0,0.1,0.08,0.82,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.237,0.118,0.0,0.02,0.1,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.86,0.125,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.266,0.183,0.04,0.06,0.04,0.86,0.14,0.86
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.041,0.13,0.02,0.02,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.135,0.125,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.084,0.136,0.0,0.02,0.04,0.94,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.549,0.174,0.02,0.04,0.04,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.706,0.151,0.04,0.02,0.02,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.271,0.168,0.02,0.02,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.537,0.15,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.879,0.093,0.0,0.0,0.02,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.513,0.126,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.5,0.118,0.0,0.08,0.02,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.046,0.129,0.04,0.0,0.0,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.931,0.132,0.02,0.06,0.0,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.634,0.12,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.616,0.123,0.0,0.02,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.637,0.111,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.174,0.117,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.903,0.149,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.746,0.12,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.987,0.185,0.02,0.08,0.04,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.212,0.105,0.02,0.02,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.939,0.203,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.863,0.135,0.0,0.04,0.0,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.627,0.167,0.04,0.0,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.083,0.123,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.074,0.122,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.756,0.207,0.06,0.02,0.04,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.385,0.122,0.0,0.04,0.0,0.96,1.0,0.0
