base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.099,0.142,0.02,0.0,0.08,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.753,0.093,0.0,0.0,0.08,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.609,0.189,0.0,0.02,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.014,0.102,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.245,0.111,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.392,0.123,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.726,0.114,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.855,0.206,0.04,0.0,0.02,0.94,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.776,0.124,0.0,0.0,0.04,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.78,0.112,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.933,0.294,0.08,0.0,0.02,0.9,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.599,0.134,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.512,0.128,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.019,0.302,0.0,0.1,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.14,0.156,0.02,0.06,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.742,0.203,0.04,0.02,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.951,0.227,0.02,0.0,0.04,0.94,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.819,0.134,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.568,0.524,0.04,0.0,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.475,0.148,0.0,0.04,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.083,0.243,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.872,0.25,0.06,0.02,0.0,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.813,0.182,0.02,0.02,0.02,0.94,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.726,0.22,0.0,0.14,0.0,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.949,0.178,0.06,0.04,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.268,0.113,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.786,0.125,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.17,0.148,0.0,0.0,0.02,0.98,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.113,0.171,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.496,0.235,0.0,0.04,0.1,0.86,0.14,0.86
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.698,0.207,0.02,0.0,0.12,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.285,0.13,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.505,0.143,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(1, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.298,0.125,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,23.107,0.586,0.02,0.0,0.0,0.98,0.32,0.68
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.799,0.32,0.02,0.04,0.18,0.76,0.76,0.24
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.168,0.127,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.419,0.136,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,11.244,0.131,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,23.199,0.161,0.04,0.04,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,41.445,0.261,0.02,0.06,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,17.632,0.23,0.02,0.04,0.04,0.9,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.988,0.222,0.02,0.06,0.08,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,8.407,0.294,0.0,0.08,0.02,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.252,0.142,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,22.605,0.163,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.52,0.209,0.02,0.08,0.0,0.9,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.859,0.131,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.119,0.214,0.0,0.02,0.16,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.62,0.186,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.537,0.109,0.0,0.04,0.0,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.057,0.202,0.04,0.0,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,9.108,0.175,0.06,0.02,0.0,0.92,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.499,0.167,0.04,0.0,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.04,0.186,0.04,0.02,0.06,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.403,0.131,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.447,0.13,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.697,0.252,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.642,0.175,0.06,0.02,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,24.698,0.126,0.0,0.04,0.04,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.953,0.218,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,22.818,0.117,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.539,0.12,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,53.27,0.167,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,7.464,0.122,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.307,0.13,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,26.243,0.142,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.784,0.182,0.0,0.04,0.06,0.9,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.742,0.15,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.462,0.138,0.04,0.02,0.02,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.661,0.189,0.02,0.08,0.08,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.196,0.121,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,73.793,0.942,0.0,0.02,0.98,0.0,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.558,0.274,0.04,0.14,0.02,0.8,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.787,0.144,0.06,0.02,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.218,0.12,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.569,0.126,0.02,0.04,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.047,0.16,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.052,0.21,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.547,0.096,0.04,0.02,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.864,0.13,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.808,0.154,0.02,0.02,0.06,0.9,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.644,0.134,0.02,0.0,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.619,0.212,0.02,0.16,0.0,0.82,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.513,0.256,0.08,0.04,0.0,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,11.527,0.14,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.844,0.158,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.942,0.162,0.04,0.0,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.932,0.147,0.04,0.04,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.208,0.105,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.536,0.143,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.94,0.154,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.946,0.23,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.795,0.117,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.122,0.155,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.284,0.155,0.0,0.08,0.0,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.457,0.157,0.04,0.02,0.04,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.558,0.223,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.976,0.266,0.06,0.1,0.04,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.536,0.114,0.0,0.02,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.06,0.141,0.02,0.02,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.61,0.122,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.712,0.15,0.04,0.02,0.04,0.9,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.636,0.138,0.06,0.0,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 1), (1, 1)], [(0, 0), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.273,0.125,0.0,0.0,0.0,1.0,1.0,0.0
